CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
29108,,Seth,E,Evans,,6675 Logan Ct,,El Cajon,California,United States,92020,894-555-0175,6/22/1975,Partial College,Skilled Manual,M,S,0,2,0,0,87652
12579,,Lydia,S,Sanchez,,480 W. Holly Drive,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0177,9/10/1978,Partial College,Manual,F,S,1,1,0,0,24966
11532,,Lauren,,Miller,,6437 Brookview Dr.,,Redmond,Washington,United States,98052,827-555-0183,2/26/1957,Partial College,Clerical,F,M,1,1,0,1,35124
22426,,Heather,,Zhu,,"51, rue Henri Gagnon",,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0199,8/11/1960,Graduate Degree,Clerical,F,M,1,0,0,3,75146
25962,,Jordyn,J,Jenkins,,2383 Mt. Davidson Court,,Lynnwood,Washington,United States,98036,375-555-0183,1/28/1973,Bachelors ,Management,F,S,0,1,0,0,105954
28884,,Sheila,,Suarez,,4576 Almond Street,,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0176,10/3/1956,High School,Professional,F,S,0,4,3,3,125648
15412,,Ryan,A,Griffin,,2599 Amaranth Way,,Coronado,California,United States,92118,497-555-0186,6/14/1937,Graduate Degree,Management,M,M,1,3,3,3,166909
25693,,Brandy,,Subram,,"14, rue Faubourg St Antoine",,Croix,Nord,France,59170,1 (11) 500 555-0147,8/22/1962,Graduate Degree,Clerical,F,S,1,0,0,5,56930
11298,,Jon,,Luo,,3560 River Rock Lane,,Chula Vista,California,United States,91910,127-555-0189,3/3/1935,Graduate Degree,Management,M,M,1,2,0,4,112116
16040,,Casey,,Gill,,"172, rue Basse-du-Rocher",,Paris,Seine (Paris),France,75008,1 (11) 500 555-0154,10/7/1962,Graduate Degree,Clerical,M,M,1,0,0,1,51776
17250,,Alicia,W,She,,9665 Geneva Ave.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,3/13/1972,Partial High School,Professional,F,M,1,4,5,5,130318
22097,,David,A,Anderson,,4683 Tuolumne Way,,Victoria,British Columbia,Canada,V8V,834-555-0113,5/8/1935,Partial College,Professional,M,M,1,2,0,3,62522
14148,,Shaun,L,Sharma,,Unter Linden 924,,Kassel,Hessen,Germany,34117,1 (11) 500 555-0121,3/12/1958,Graduate Degree,Clerical,M,M,1,0,0,1,65685
13411,,Jacquelyn,,Blanco,,3894 Dennis Circle,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0116,7/3/1955,Partial College,Professional,F,M,0,3,4,4,132923
24819,,Jack,T,Shan,,2588 Wellington Ct,,Issaquah,Washington,United States,98027,602-555-0122,8/16/1969,Graduate Degree,Professional,M,M,1,0,0,5,114944
22761,,Eduardo,W,Price,,9830 Santa Ana Dr.,,Renton,Washington,United States,98055,737-555-0178,9/9/1948,Partial College,Professional,M,S,1,1,1,2,93777
22331,,Michele,L,Yuan,,8074 Oakmead,,Chula Vista,California,United States,91910,598-555-0156,9/20/1929,Partial College,Clerical,F,M,0,2,0,2,46414
22758,,Katherine,M,Jackson,,3917 Fern Leaf Lane,,Corvallis,Oregon,United States,97330,881-555-0135,5/20/1948,Partial College,Professional,F,S,0,1,1,2,86535
11685,,Jose,A,Griffin,,4769 Book Ct,,Milwaukie,Oregon,United States,97222,789-555-0114,2/7/1965,Bachelors ,Professional,M,M,0,1,0,0,64803
15642,,Cara,B,Gao,,8420 Dayton Court,,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0187,8/24/1977,High School,Manual,F,S,1,2,0,0,18375
18426,,Luke,,Gonzales,,3519 Brookside Drive,,Fremont,California,United States,94536,660-555-0153,3/24/1953,Graduate Degree,Management,M,M,1,2,0,3,117256
26527,,Oscar,,Hayes,,5897 Scottsdale Rd.,,Burnaby,British Columbia,Canada,V3J 6Z3,150-555-0146,9/9/1952,Partial High School,Skilled Manual,M,M,1,2,1,2,84865
17913,,Lacey,S,Xu,,9846 Golf Club Road,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0117,3/3/1976,High School,Manual,F,S,0,0,1,1,24154
26610,,Mary,,Perez,,8343 Chilpancingo Pkwy.,,Newport Beach,California,United States,92625,271-555-0116,11/9/1962,Partial College,Skilled Manual,F,M,1,1,0,1,77922
16161,,Jodi,,Deng,,3570 Book Ct,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0117,8/24/1968,Bachelors ,Professional,F,M,1,1,2,2,82544
25380,,Seth,D,Gonzales,,2560 B Eagle Peak Rd.,,Tacoma,Washington,United States,98403,805-555-0145,8/9/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,118362
28125,,Dalton,,Jackson,,6598 Hargate Court,,Fremont,California,United States,94536,598-555-0113,9/22/1975,Partial College,Skilled Manual,M,M,1,2,0,0,70872
14679,,Natasha,,Suarez,,8994 Richard Ave.,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0183,10/16/1966,Bachelors ,Professional,F,S,1,3,5,5,98038
17269,,Kevin,,Russell,,1029 Birchwood Dr,,Olympia,Washington,United States,98501,131-555-0124,11/14/1958,Bachelors ,Professional,M,S,0,0,2,3,111641
13768,,Ross,B,Munoz,,"10, rue Royale",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0181,4/20/1968,Graduate Degree,Clerical,M,M,1,0,0,0,77781
11158,,Jason,K,Wright,,6771 Bundros Court,,San Gabriel,California,United States,91776,694-555-0176,10/8/1975,High School,Skilled Manual,M,S,1,2,0,0,57274
16364,,Shawna,D,Yuan,,4683 Joseph Ave,,Chula Vista,California,United States,91910,159-555-0133,5/11/1955,Partial College,Clerical,F,M,1,1,0,1,60489
19308,,Casey,M,Rai,,6206 Heavenly Drive,,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0118,4/18/1968,Bachelors ,Clerical,F,M,1,0,0,1,59894
18567,,Madison,,Barnes,,2975 Roslyn Road,,San Gabriel,California,United States,91776,625-555-0162,1/4/1967,Bachelors ,Skilled Manual,F,S,1,1,2,2,48236
11231,,Dennis,,Zhang,,3951 Calle Verde Drive,,Bremerton,Washington,United States,98312,710-555-0134,11/14/1952,High School,Professional,M,M,1,2,1,2,82678
14354,,Seth,,Green,,8206 H Street,,San Carlos,California,United States,94070,153-555-0188,7/28/1974,Partial College,Skilled Manual,M,S,0,1,0,0,57478
27952,,Roy,,Perez,,Haberstr 900,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0124,6/21/1952,High School,Professional,M,M,0,2,1,4,111337
28074,,Justin,,Davis,,4601 San Ramon Road,,Vancouver,British Columbia,Canada,V7L 4J4,188-555-0144,4/25/1967,Bachelors ,Management,M,M,0,2,0,1,121905
18703,,Vincent,A,Huang,,6897 Deerfield Dr.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0119,9/10/1967,Bachelors ,Professional,M,S,0,1,2,2,116978
19529,,Bailey,A,Parker,,4507 Kenmore,,Spokane,Washington,United States,99202,604-555-0112,8/9/1967,Graduate Degree,Professional,F,S,0,1,0,0,86876
27779,,Jordan,,Washington,,"1861, boulevard Beau Marchais",,Chatou,Yveline,France,78400,1 (11) 500 555-0183,2/26/1965,Partial High School,Manual,M,M,1,2,3,5,18907
16635,,Erick,,Suri,,101 Adobe Dr,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0115,2/14/1970,Partial High School,Professional,M,M,1,4,5,5,113282
13815,,Lacey,,Lin,,6199 Mcelroy,,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0124,11/2/1979,Partial College,Clerical,F,S,1,2,3,3,50367
21819,,Chloe,S,Howard,,"2, rue Pierre-Demoulin",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0116,11/2/1957,Partial College,Professional,F,M,1,3,4,4,139109
23919,,Jordan,,Parker,,"1001bis, boulevard Saint Germain",,Roubaix,Nord,France,59100,1 (11) 500 555-0160,7/16/1932,High School,Manual,F,M,1,2,0,4,17314
11821,,Austin,,Johnson,,6569 Endriss,,Beverly Hills,California,United States,90210,163-555-0134,4/15/1966,Graduate Degree,Professional,M,M,1,0,0,0,110875
11349,,Mindy,J,Luo,,Brunnenstr 7566,Verkaufsabteilung,München,Hessen,Germany,80074,1 (11) 500 555-0194,9/3/1954,Partial College,Manual,F,M,1,1,0,2,21535
19166,,Olivia,,Jenkins,,7254 Buchanan Road,,San Gabriel,California,United States,91776,157-555-0150,12/15/1968,Bachelors ,Professional,F,S,0,1,0,0,88650
28413,,Dalton,M,Martinez,,7025 Eastgate Avenue,,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0177,3/12/1976,Partial High School,Manual,M,M,1,2,0,0,15283
20460,,Wesley,,Zeng,,2321 Wilson Ln.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0119,3/26/1959,Bachelors ,Management,M,M,1,1,2,2,162101
11776,,Seth,A,Mitchell,,8125 Westbury Drive,,Santa Cruz,California,United States,95062,171-555-0140,7/3/1973,Graduate Degree,Skilled Manual,M,M,1,0,0,1,80691
15317,,Rachel,R,Jenkins,,7296 Seawind Dr.,,Burlingame,California,United States,94010,836-555-0114,5/20/1947,Bachelors ,Management,F,M,1,3,0,5,88852
16933,,Donald,B,Arun,,2461 Stephine Way,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0140,7/22/1962,Graduate Degree,Manual,M,S,1,0,0,1,31639
23426,,Mathew,,Ferrier,,4328 Liscome Way,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0131,8/20/1966,Graduate Degree,Management,M,S,1,3,5,5,147023
22730,,Timothy,L,Perez,,7711 Fieldcrest Dr.,,Royal Oak,British Columbia,Canada,V8X,967-555-0112,2/14/1943,Bachelors ,Management,M,M,1,2,0,5,103861
23702,,Eduardo,C,James,,9781 Bermad Dr.,,Coronado,California,United States,92118,836-555-0168,8/4/1946,High School,Professional,M,M,1,3,0,5,62369
24786,,Haley,M,Adams,,8571 Mehaffey Way,,Port Hammond,British Columbia,Canada,V6B 3P7,665-555-0117,1/24/1970,Bachelors ,Skilled Manual,F,M,1,0,1,1,50938
17905,,Calvin,,Yuan,,8577 La Vista Avenue,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0151,7/20/1980,Partial College,Manual,M,M,1,1,0,0,15619
18961,,Jeremiah,D,Henderson,,6075 Lake Nadine Pl.,,Shawnee,British Columbia,Canada,V8Z 4N5,162-555-0111,9/5/1962,Bachelors ,Professional,M,S,1,1,0,1,109275
27040,Mr.,Paul,,Singh,,371 Westwood Court,,Burbank,Ohio,United States,44214,390-555-0100,6/6/1957,Partial High School,Clerical,M,M,1,2,1,2,21380
19143,,Lauren,C,Long,,2639 Anchor Court,,Edmonds,Washington,United States,98020,679-555-0118,7/10/1965,Bachelors ,Skilled Manual,F,S,1,2,3,3,104428
12250,,Andrea,,Collins,,8946 Turning View,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0151,4/8/1977,High School,Manual,F,S,0,0,1,1,30356
22164,,Destiny,,Morris,,8166 Starflower Dr,,Spring Valley,California,United States,91977,385-555-0163,8/24/1977,Partial College,Skilled Manual,F,S,0,2,0,0,75355
18520,,Rafael,D,Huang,,4124 Escobar St,,Chula Vista,California,United States,91910,100-555-0197,11/27/1965,Bachelors ,Management,M,M,1,3,2,2,163260
20525,,James,,Kumar,,9737 Boxwood Dr,,Bellflower,California,United States,90706,986-555-0139,8/22/1949,Bachelors ,Management,M,M,1,0,1,2,102453
17522,,Reginald,K,Sanz,,4074 Northwood Dr,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0162,3/2/1959,Bachelors ,Management,M,M,1,1,2,4,166238
19544,,Katherine,R,Price,,9610 Moccasin Ct,,Spring Valley,California,United States,91977,241-555-0125,3/8/1959,Graduate Degree,Professional,F,M,1,3,5,5,101871
11729,,Caleb,,Campbell,,1895 San Carlos Ave.,,Kirkland,Washington,United States,98033,459-555-0187,5/6/1960,Partial College,Skilled Manual,M,M,1,1,0,1,79153
23086,,Tracy,W,Lal,,9830 Santa Ana Dr.,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0175,9/9/1948,Partial High School,Clerical,F,M,1,2,1,2,30948
18327,,Jon,L,Sharma,,7104 May Way,,Berkeley,California,United States,94704,587-555-0148,1/24/1977,Partial High School,Clerical,M,S,1,2,0,0,48939
24505,,Clifford,,Gonzalez,,8612 Pembrook Court,,Perth,South Australia,Australia,6006,1 (11) 500 555-0161,12/11/1943,Bachelors ,Management,M,M,1,2,0,2,72663
26507,,Abhijit,,Thakur,,7806 Bentley St.,,Burien,Washington,United States,98168,185-555-0194,2/2/1949,Partial College,Professional,F,M,1,2,1,2,88758
13059,,Keith,,Deng,,4551 Thistle Circle,,Colma,California,United States,94014,439-555-0122,2/15/1975,High School,Skilled Manual,M,M,1,2,0,0,46737
24096,,Diana,,Vazquez,,"88, rue de l´Esplanade",,Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0116,9/22/1934,Bachelors ,Skilled Manual,F,M,1,1,0,1,59816
18189,,Nancy,,Mehta,,5021 Rio Grande Drive,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0161,10/21/1976,Bachelors ,Professional,F,M,1,2,0,0,63731
14821,,Maurice,,Raje,,494 North Spoonwood Court,,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0178,4/8/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,40311
13522,,Logan,,Taylor,,988 Mt. Everest Court,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0120,11/23/1977,High School,Manual,M,S,1,2,0,0,13521
22552,Ms.,Andrea,,Rusko,,"4, avenue des Ternes",,Pantin,Seine Saint Denis,France,93500,587-555-0100,9/9/1962,Graduate Degree,Clerical,F,S,0,0,0,1,33097
12396,,Susan,E,Yang,,Erftplatz 900,,Hof,Bayern,Germany,95010,1 (11) 500 555-0175,4/14/1971,High School,Manual,F,S,1,1,0,0,39795
24471,,Ricardo,L,Chande,,3994 Pinecrest Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0136,6/3/1964,Bachelors ,Professional,M,S,0,1,0,0,84418
12951,,Blake,,Simmons,,1680 I St.,,W. Linn,Oregon,United States,97068,639-555-0126,12/6/1963,Bachelors ,Professional,M,S,0,1,0,0,76957
13885,,Brian,S,Howard,,5137 Heritage Oaks,,Tacoma,Washington,United States,98403,603-555-0194,5/8/1970,Graduate Degree,Professional,M,S,1,0,0,3,105525
21047,,Sheena,,Andersen,,Galeriestr 6267,,Poing,Saarland,Germany,66041,1 (11) 500 555-0118,1/27/1968,Partial College,Manual,F,S,0,0,1,1,24911
24760,,Julian,L,Coleman,,7144 Flagstone Way,,Woodburn,Oregon,United States,97071,543-555-0181,8/6/1959,Partial College,Clerical,M,S,1,1,0,2,62062
15519,,Jennifer,K,Evans,,600 Lake Place,,Beaverton,Oregon,United States,97005,944-555-0134,11/10/1921,Partial High School,Clerical,F,M,0,2,0,4,19471
16346,,Marc,,Navarro,,2324 Cherry Street,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0116,6/14/1953,Partial College,Skilled Manual,M,M,0,2,0,3,52094
17138,,Melanie,,Jenkins,,8741 Crow Street,,El Cajon,California,United States,92020,314-555-0174,7/8/1946,Bachelors ,Management,F,S,1,2,0,4,90050
21833,,Terrance,B,Gonzalez,,Marienplatz 33651,,Duesseldorf,Hessen,Germany,40605,1 (11) 500 555-0168,6/19/1944,Partial College,Professional,M,S,0,2,0,5,123744
11835,,Elijah,M,Russell,,1592 Working Drive,,Metchosin,British Columbia,Canada,V9,188-555-0159,6/19/1965,Bachelors ,Skilled Manual,M,S,1,2,3,3,124539
25683,,Ebony,,Ruiz,,"57, rue de l´Avenir",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0122,8/25/1970,Graduate Degree,Manual,F,S,0,0,0,0,35642
26528,,Samuel,,Garcia,,2773 Bonifacio Street,,Edmonds,Washington,United States,98020,130-555-0138,5/4/1953,High School,Professional,M,S,1,2,1,3,99239
18820,,Alexandria,,Cook,,8048 Rosina Court,,West Covina,California,United States,91791,203-555-0130,2/2/1963,Bachelors ,Management,F,M,1,4,1,1,152490
19271,,Kristopher,O,Fernandez,,8267 Lavene Way,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0162,5/15/1978,Bachelors ,Clerical,M,M,1,0,0,0,37971
23176,,Jesse,A,Ward,,6966 Eaker Way,,San Carlos,California,United States,94070,579-555-0186,5/2/1967,Bachelors ,Skilled Manual,M,M,1,1,2,2,53140
27694,,Lee,L,Gill,,3573 Holiday Hills,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0150,5/17/1962,Bachelors ,Professional,M,M,1,1,0,1,99415
27359,,Morgan,J,Davis,,9306 Green Street,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0158,3/23/1972,High School,Management,F,S,1,3,5,5,94749
28367,,Jerome,,Johnsen,,692 Brook Way,#1988,Bury,England,United Kingdom,PE17,1 (11) 500 555-0194,3/11/1967,Partial College,Manual,M,S,0,1,1,1,18807
23261,,Jada,,Peterson,,201 Bush Avenue,,Issaquah,Washington,United States,98027,682-555-0187,4/19/1955,High School,Clerical,F,S,0,2,0,2,48480
17140,,Sean,R,Peterson,,216 Smoking Tree Court,,Redmond,Washington,United States,98052,732-555-0124,5/9/1947,Partial College,Professional,M,M,1,1,1,2,98324
19598,,Kaitlyn,,Powell,,9032 Santa Fe,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0180,12/9/1962,Bachelors ,Professional,F,M,1,1,0,1,73090
11848,,Joshua,C,Lewis,,7166 Brock Lane,,Yakima,Washington,United States,98901,365-555-0198,2/28/1964,Bachelors ,Skilled Manual,M,M,1,2,2,4,62985
27966,,Jenny,,Chen,,"3738, chaussée de Tournai",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0178,2/13/1948,High School,Management,F,S,1,4,1,5,96181
28988,,Harold,C,Perez,,5592 Byers Rd.,,Colma,California,United States,94014,104-555-0162,2/22/1944,Partial High School,Clerical,M,S,0,2,0,5,39788
17343,,Tristan,L,Price,,6462 Grant St.,,Yakima,Washington,United States,98901,554-555-0160,10/14/1978,Partial High School,Clerical,M,S,0,2,0,0,42984
25502,,Carmen,,Kim,,594 Tossing Way,,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0115,1/1/1963,Bachelors ,Skilled Manual,F,M,1,0,0,1,44385
28782,,Cody,,Howard,,9663 Soto Street,,Coronado,California,United States,92118,979-555-0183,3/11/1956,High School,Skilled Manual,M,M,1,2,0,2,56252
25069,,Lori,,Ortega,,273 Winding Lane,,Burien,Washington,United States,98168,214-555-0179,11/2/1964,Bachelors ,Skilled Manual,F,M,1,3,4,4,79962
21060,,Jaclyn,K,Tang,,6459 Maryland Drive,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0160,8/21/1967,Bachelors ,Clerical,F,S,0,0,1,1,44929
27523,,Kayla,E,Martin,,7207 Peabody Road,,Bellingham,Washington,United States,98225,998-555-0163,3/20/1974,High School,Professional,F,S,0,2,0,0,40267
11780,,Jessica,K,Alexander,,3459 Tri-state Ave,,Edmonds,Washington,United States,98020,617-555-0146,11/20/1971,Graduate Degree,Skilled Manual,F,S,1,0,0,1,79447
14292,,Isabella,,Ross,,5805 Churchill Dr.,,Concord,California,United States,94519,111-555-0122,9/28/1957,Partial High School,Skilled Manual,F,S,1,2,0,2,63712
18154,,Calvin,A,She,,Postfach 8 77 99,,Berlin,Nordrhein-Westfalen,Germany,14197,1 (11) 500 555-0119,8/22/1946,Bachelors ,Management,M,S,1,4,3,3,118647
25432,,Kellie,J,Gomez,,328 Birchbark Pl.,,Camarillo,California,United States,93010,527-555-0197,8/11/1965,Bachelors ,Professional,F,S,0,1,0,0,71458
14518,,Ann,M,Mehta,,9618 Fall Creek Road,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0112,11/8/1947,High School,Skilled Manual,F,M,1,2,1,2,29563
19538,,Connor,E,Hall,,8562 Cynthia Drive,,Olympia,Washington,United States,98501,118-555-0177,4/9/1960,Partial College,Skilled Manual,M,M,0,1,0,1,87392
24494,,Rafael,A,Zhou,,5013 C Mt. Hood Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0138,3/5/1937,Partial College,Clerical,M,M,0,2,0,2,50063
